Volume,Normalized Rank
0.0827441463,0.00273224043715847
0.0446128877,0.00546448087431694
0.0236605851,0.00819672131147541
0.023562395,0.01092896174863388
0.0222187057,0.01366120218579235
0.0210766618,0.01639344262295082
0.019500505,0.01912568306010929
0.01275673,0.02185792349726776
0.011934205,0.02459016393442623
0.0113259132,0.0273224043715847
0.0106684122,0.030054644808743168
0.0106371314,0.03278688524590164
0.010518113,0.03551912568306011
0.0104975136,0.03825136612021858
0.0101824958,0.040983606557377046
0.0087138373,0.04371584699453552
0.0075666052,0.04644808743169399
0.00630333,0.04918032786885246
0.0060771946,0.05191256830601093
0.006007996,0.0546448087431694
0.0059514622,0.05737704918032787
0.0058393864,0.060109289617486336
0.0057320408,0.06284153005464481
0.0054413609,0.06557377049180328
0.005298386,0.06830601092896176
0.0052225498,0.07103825136612021
0.0050968937,0.07377049180327869
0.0050634006,0.07650273224043716
0.0049623111,0.07923497267759563
0.0045704654,0.08196721311475409
0.00456749,0.08469945355191257
0.0044612888,0.08743169398907104
0.0042659763,0.09016393442622951
0.0042581943,0.09289617486338798
0.0042513278,0.09562841530054644
0.0039412693,0.09836065573770492
0.0037729648,0.10109289617486339
0.0037145236,0.10382513661202186
0.0034107974,0.10655737704918032
0.0033974458,0.1092896174863388
0.003397217,0.11202185792349727
0.0030723574,0.11475409836065574
0.002979584,0.11748633879781421
0.0024497224,0.12021857923497267
0.0023749544,0.12295081967213115
0.0023691561,0.12568306010928962
0.002368622,0.1284153005464481
0.0022952272,0.13114754098360656
0.0022455599,0.13387978142076504
0.0022348024,0.1366120218579235
0.0022340394,0.13934426229508196
0.0022048189,0.14207650273224043
0.002176819,0.1448087431693989
0.0019599916,0.14754098360655737
0.0018609621,0.15027322404371585
0.00185318,0.15300546448087432
0.0018045046,0.1557377049180328
0.0017414857,0.15846994535519127
0.0017286683,0.16120218579234974
0.0016088869,0.16393442622950818
0.0015444185,0.16666666666666666
0.0014049531,0.16939890710382513
0.0013945771,0.1721311475409836
0.0013543702,0.17486338797814208
0.0013482667,0.17759562841530055
0.0013008882,0.18032786885245902
0.0010953522,0.1830601092896175
0.0010662842,0.18579234972677597
0.0010282899,0.1885245901639344
0.0010271455,0.1912568306010929
0.0009886933,0.19398907103825136
0.0009727479,0.19672131147540983
0.0009692383,0.1994535519125683
0.0008377076,0.20218579234972678
0.0007580567,0.20491803278688525
0.0007579804,0.20765027322404372
0.0007411194,0.2103825136612022
0.0006943513,0.21311475409836064
0.0006607056,0.21584699453551912
0.0006445313,0.2185792349726776
0.0006439972,0.22131147540983606
0.0006137085,0.22404371584699453
0.0005865479,0.226775956284153
0.0005860138,0.22950819672131148
0.0005857849,0.23224043715846995
0.0005583191,0.23497267759562843
0.000542984,0.23770491803278687
0.000524292,0.24043715846994534
0.0005157471,0.24316939890710382
0.0004977417,0.2459016393442623
0.000477295,0.24863387978142076
0.000440445,0.25136612021857924
0.0003885651,0.2540983606557377
0.0003821564,0.2568306010928962
0.0003687287,0.25956284153005466
0.0003556824,0.26229508196721313
0.0003468323,0.2650273224043716
0.0003175354,0.2677595628415301
0.0002988434,0.27049180327868855
0.0002841187,0.273224043715847
0.0002822876,0.27595628415300544
0.0002783203,0.2786885245901639
0.0002082062,0.2814207650273224
0.0001959992,0.28415300546448086
0.0001892853,0.28688524590163933
0.0001848602,0.2896174863387978
0.0001580048,0.2923497267759563
0.0001512146,0.29508196721311475
0.0001450348,0.2978142076502732
0.0001033783,0.3005464480874317
5.11932e-05,0.30327868852459017
