Volume,Normalized Rank
0.199887633,0.0026455026455026454
0.0442183716,0.005291005291005291
0.0355574061,0.007936507936507936
0.034075854,0.010582010582010581
0.0306336234,0.013227513227513227
0.0283688375,0.015873015873015872
0.0220492569,0.018518518518518517
0.0150763713,0.021164021164021163
0.0139514169,0.023809523809523808
0.0135662852,0.026455026455026454
0.0134676371,0.0291005291005291
0.0117617806,0.031746031746031744
0.0112293251,0.03439153439153439
0.0096065529,0.037037037037037035
0.0094685371,0.03968253968253968
0.009319535,0.042328042328042326
0.0092577367,0.04497354497354497
0.0085820776,0.047619047619047616
0.0083774573,0.05026455026455026
0.0081539159,0.05291005291005291
0.0074605565,0.05555555555555555
0.007404862,0.0582010582010582
0.0072985845,0.06084656084656084
0.0072484593,0.06349206349206349
0.00671135,0.06613756613756613
0.0066418462,0.06878306878306878
0.0065267949,0.07142857142857142
0.0063407901,0.07407407407407407
0.0062515263,0.07671957671957672
0.0062268833,0.07936507936507936
0.0057685093,0.082010582010582
0.0055711369,0.08465608465608465
0.0053965,0.0873015873015873
0.0051975254,0.08994708994708994
0.0050399785,0.09259259259259259
0.0048571018,0.09523809523809523
0.0047882846,0.09788359788359788
0.0047690587,0.10052910052910052
0.0047640232,0.10317460317460317
0.004442139,0.10582010582010581
0.0041202547,0.10846560846560846
0.0039508822,0.1111111111111111
0.0039134982,0.11375661375661375
0.0038904574,0.1164021164021164
0.0036418918,0.11904761904761904
0.0035937503,0.12169312169312169
0.0033755496,0.12433862433862433
0.0033433535,0.12698412698412698
0.0031976321,0.12962962962962962
0.0030623629,0.13227513227513227
0.0030315401,0.1349206349206349
0.0029969789,0.13756613756613756
0.0026461794,0.1402116402116402
0.0026017,0.14285714285714285
0.0024172975,0.1455026455026455
0.0020877077,0.14814814814814814
0.0019530488,0.15079365079365079
0.0018052675,0.15343915343915343
0.0017517854,0.15608465608465608
0.0017081452,0.15873015873015872
0.0017031099,0.16137566137566137
0.0015818788,0.164021164021164
0.0015776825,0.16666666666666666
0.0015646363,0.1693121693121693
0.0015423585,0.17195767195767195
0.001491623,0.1746031746031746
0.0014791871,0.17724867724867724
0.0014728547,0.17989417989417988
0.0014601136,0.18253968253968253
0.0013899995,0.18518518518518517
0.0013827516,0.18783068783068782
0.0013639833,0.19047619047619047
0.0012747193,0.1931216931216931
0.001261902,0.19576719576719576
0.0012271119,0.1984126984126984
0.0011969758,0.20105820105820105
0.0011909486,0.2037037037037037
0.0010956574,0.20634920634920634
0.0010759736,0.20899470899470898
0.0010664369,0.21164021164021163
0.0010093689,0.21428571428571427
0.0009842683,0.21693121693121692
0.0009449769,0.21957671957671956
0.0009411622,0.2222222222222222
0.000931244,0.22486772486772486
0.0009230042,0.2275132275132275
0.0009165955,0.23015873015873015
0.0008966828,0.2328042328042328
0.0008768464,0.23544973544973544
0.0008734894,0.23809523809523808
0.0008332826,0.24074074074074073
0.0008014679,0.24338624338624337
0.0007894898,0.24603174603174602
0.0007363892,0.24867724867724866
0.0006965638,0.25132275132275134
0.0006667328,0.25396825396825395
0.0006629944,0.2566137566137566
0.0006590271,0.25925925925925924
0.0006528473,0.2619047619047619
0.000645752,0.26455026455026454
0.0006291199,0.2671957671957672
0.0006262207,0.2698412698412698
0.0005819703,0.2724867724867725
0.0005608368,0.2751322751322751
0.0004895783,0.2777777777777778
0.0004570771,0.2804232804232804
0.000455246,0.2830687830687831
0.0004421997,0.2857142857142857
0.0004361725,0.28835978835978837
0.0003998566,0.291005291005291
0.0003742981,0.29365079365079366
0.0003416443,0.2962962962962963
0.0003356171,0.29894179894179895
0.0003034973,0.30158730158730157
0.0002809906,0.30423280423280424
0.0002787018,0.30687830687830686
0.0002729798,0.30952380952380953
0.0002710724,0.31216931216931215
0.0002685547,0.3148148148148148
0.0002648926,0.31746031746031744
0.0002510071,0.3201058201058201
0.0002468872,0.32275132275132273
0.0002436066,0.3253968253968254
0.0002424622,0.328042328042328
0.0002394104,0.3306878306878307
0.0002214813,0.3333333333333333
0.0002070618,0.335978835978836
0.0001965332,0.3386243386243386
0.00015625,0.3412698412698413
0.000148468,0.3439153439153439
0.0001236725,0.34656084656084657
0.0001172638,0.3492063492063492
6.03485e-05,0.35185185185185186
